"pantry","seat_preference","breakout,food,eating,coffee,tea,break-out,eat,vending machine",
"window","seat_preference","light,view,sunlight,windows,nice view,warm,scenary",
"recreational","seat_preference","playzone,funzone,fun,tt,play,table tennis,pool",
"elevator","seat_preference","exit,lift",
